shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3361143372127,-71.5937767382727,15,879.42
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.3075514917106,-71.5642523207815,13,5180.75
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2751517459841,-71.4220295203942,56,22431.06
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2755111620135,-71.4270948724207,52,21910.65
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3331934114214,-71.586904918367,22,1540.23
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3147679754953,-71.5699922484155,43,6810.55
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3323216934396,-71.5778444157746,26,2356.54
3b5f0679-5280-40e8-914b-62acba2092d8,42.2691060465041,-71.5231944038388,33,12953.45
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3388595783031,-71.589768176661,7,358.75
3b5f0679-5280-40e8-914b-62acba2092d8,42.3073074106757,-71.5639291145759,25,5952.03
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3381380640351,-71.5893551164481,0,0
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.334715565128,-71.5905446762171,19,1194.34
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2784495221644,-71.4096444195297,58,23515.18
1c130b25-ee37-4058-b9cb-a955999e4e80,42.277245210245,-71.3514458448556,39,8890.54
4cebf1c5-54c8-4e64-82fe-a3337ad3146f,42.3018209518087,-71.3875014416874,33,8186.11
08c7abdf-7fce-4d50-958b-b6ff0aa5098c,42.2703264516787,-71.5226928307231,25,11975.81
340851f6-b619-4b18-9fc3-a81e3b6acb63,42.3003001392067,-71.2750525042446,50,7888.83
636e5ba5-1fdd-459c-82bb-59f2aead5ecf,42.2998843967846,-71.3608872211508,86,16446.31
50888a2c-e355-4664-b663-e6811b0a7c25,42.2785286473351,-71.5256003454686,5,1401.19
4cebf1c5-54c8-4e64-82fe-a3337ad3146f,42.2945293661672,-71.3823851276866,22,6322.68
055c56fc-9140-4b97-835b-abc9145f2aa4,42.1396143519649,-71.5157955298302,36,6398.89
dc75feae-3e40-4fb9-98b1-32d25959fe8d,42.2986639916101,-71.3770113216049,15,4394.98
3eae3196-8fdf-4760-8a66-21b48a13f1dc,42.2986063241128,-71.4334208627594,163,25036.96
d828c9b3-ae08-49b6-a382-d9587ab3b310,42.3017176867555,-71.3804391849303,2,612.63
b968a9c3-0fd4-4fc8-9c03-c3ab0fe551a0,42.1491335123261,-71.5082679097812,5,1443.92
50888a2c-e355-4664-b663-e6811b0a7c25,42.2691060465041,-71.5231944038388,3,317.19
636e5ba5-1fdd-459c-82bb-59f2aead5ecf,42.2976380466007,-71.2851832082977,52,8384.91
340851f6-b619-4b18-9fc3-a81e3b6acb63,42.3139002808273,-71.2664667526762,18,3387.28
bd433f74-e551-4a3c-91ae-4a735e4e28eb,42.2988021253825,-71.3997215866876,72,10253.78
13f5cf06-04ba-4086-a80d-8a89787b833a,42.2742035850408,-71.4022602976716,101,21311.87
7eb551b3-dcec-4a29-a093-cdf9d4830090,42.305892545336,-71.3994520246656,68,8780.73
055c56fc-9140-4b97-835b-abc9145f2aa4,42.1350988528191,-71.5210888696366,41,7387.93
012d6ffc-b612-493c-a374-88234b7fe5f5,42.3045997205138,-71.5218519581468,15,6573.32
8983ebd0-b08f-4e96-a8ca-18da9a533641,42.2097903317088,-71.4268186048757,24,10037.33
08c7abdf-7fce-4d50-958b-b6ff0aa5098c,42.3301343518576,-71.5854310444254,7,918.96
837fca5f-265a-4a4c-9c28-0c273254ae78,42.3478034047963,-71.5147977480172,48,10783.09
94059766-6fcf-458a-bee2-3d8856a98c17,42.2696706515354,-71.444749173209,46,15519.2
4cebf1c5-54c8-4e64-82fe-a3337ad3146f,42.2776086495882,-71.4092072194342,138,30678.25
9ffea29d-1305-44de-bab8-8ccc2cbd144b,42.3024056734089,-71.3848004570484,34,5389.81
31481715-c247-41ac-940e-c0096e0868ba,42.2207940948483,-71.4276353375694,19,7601.13
fd4c1dc1-3c32-4573-be8a-3a9651c6107f,42.3426978196322,-71.5616680122416,64,21606.81
62d689e9-a952-482a-b6c2-5a5fa078d2af,42.2989000260174,-71.393580668782,49,10034.59
636e5ba5-1fdd-459c-82bb-59f2aead5ecf,42.3010618866123,-71.3594991779029,79,15910.19
b9968507-53ab-453c-bd4c-59b515649f1d,42.3497372776113,-71.6201884520166,4,985.61
30a9a51f-025f-476a-a501-9cda88fadee8,42.3148484417706,-71.437650706628,25,5177.22
0eda0ce6-27a8-41c6-af53-39f9365143cb,42.3006997883737,-71.3525924892779,50,11912.74
4ce23383-aa10-4737-9d8e-d1bb1d06920c,42.3361626169778,-71.5967244861558,42,9506.97
3eae3196-8fdf-4760-8a66-21b48a13f1dc,42.2982120393641,-71.3852121761568,34,7890.38
161f0f86-97f5-4dfd-a54b-3ec09e77872a,42.2781316803772,-71.4201197874618,47,17919.39
3eae3196-8fdf-4760-8a66-21b48a13f1dc,42.3117974288343,-71.4021087528532,91,13348.57
62d689e9-a952-482a-b6c2-5a5fa078d2af,42.2992648064652,-71.4370887838059,40,6302.07
636e5ba5-1fdd-459c-82bb-59f2aead5ecf,42.3018678904693,-71.3877522282453,111,18898.87
ae46a06e-02d7-4228-8adf-b324f50d6a00,42.2716380519651,-71.4430727924748,16,3423.17
afc65aea-c4e8-4c68-ab68-956699da953a,42.2767610714889,-71.416686559718,6,984.34
161f0f86-97f5-4dfd-a54b-3ec09e77872a,42.2971498845309,-71.4855227759792,23,9285.6
ebb5d4b8-b5de-42e7-8df5-be5d2199a7bd,42.22826314,-71.52213335,34,10423.07
30a9a51f-025f-476a-a501-9cda88fadee8,42.2985607265568,-71.4081544523331,110,19183.12
